,Source file,DateTime,Date,Time,Duration(s),Comments,Pyrite Type,Texture,Generation,Reef,Mg25,Mg25 Int2SE,Mg25 LOD,Al27,Al27 Int2SE,Al27 LOD,Si29,Si29 Int2SE,Si29 LOD,P31,P31 Int2SE,P31 LOD,S33,S33 Int2SE,S33 LOD,S34,S34 Int2SE,S34 LOD,K39,K39 Int2SE,K39 LOD,Ca43,Ca43 Int2SE,Ca43 LOD,Ti49,Ti49 Int2SE,Ti49 LOD,V51,V51 Int2SE,V51 LOD,Cr53,Cr53 Int2SE,Cr53 LOD,Mn55,Mn55 Int2SE,Mn55 LOD,Co59,Co59 Int2SE,Co59 LOD,Ni60,Ni60 Int2SE,Ni60 LOD,Cu65,Cu65 Int2SE,Cu65 LOD,Zn66,Zn66 Int2SE,Zn66 LOD,Ga71,Ga71 Int2SE,Ga71 LOD,Ge74,Ge74 Int2SE,Ge74 LOD,As75,As75 Int2SE,As75 LOD,Se77,Se77 Int2SE,Se77 LOD,Se82,Se82 Int2SE,Se82 LOD,Sr88,Sr88 Int2SE,Sr88 LOD,Zr90,Zr90 Int2SE,Zr90 LOD,Mo95,Mo95 Int2SE,Mo95 LOD,Ag107,Ag107 Int2SE,Ag107 LOD,Cd111,Cd111 Int2SE,Cd111 LOD,In115,In115 Int2SE,In115 LOD,Sn118,Sn118 Int2SE,Sn118 LOD,Sb121,Sb121 Int2SE,Sb121 LOD,Te125,Te125 Int2SE,Te125 LOD,Ba137,Ba137 Int2SE,Ba137 LOD,Ta181,Ta181 Int2SE,Ta181 LOD,W182,W182 Int2SE,W182 LOD,Pt195,Pt195 Int2SE,Pt195 LOD,Au197,Au197 Int2SE,Au197 LOD,Hg202,Hg202 Int2SE,Hg202 LOD,Tl205,Tl205 Int2SE,Tl205 LOD,Pb206,Pb206 Int2SE,Pb206 LOD,Pb207,Pb207 Int2SE,Pb207 LOD,Pb208,Pb208 Int2SE,Pb208 LOD,Bi209,Bi209 Int2SE,Bi209 LOD,Th232,Th232 Int2SE,Th232 LOD,U238,U238 Int2SE,U238 LOD,Ni61,Ni61 Int2SE,Ni61 LOD
153,FCJ3-6.d,11/06/2015 (5) 13:26:32.79,11/06/2015 (5),0.560101736,38.31,"FCJ3-6.d, 1:26:32 PM (38.3 sec)",Detrital massive (rounded),Rounded,Detrital,CAF,NA,0.66,6.0488,NA,0.34,147.02,NA,120,1561.8,0.99,0.41,0.10361,582000,32000,43586,NA,NA,NA,NA,6.6,0.31798,NA,110,1410,28.3,2.6,4.1696,NA,0.022,0.056056,NA,0.12,1.3394,NA,0.13,0.36952,70.8,4.3,32.885,80.7,6.3,6.8912,NA,0.42,0.50156,0.98,0.29,0.96958,NA,0.012,0.026366,0.202,0.06,0.11128,NA,1.4,16.445,21.5,1.8,1.4945,21.1,2.4,2.3655,NA,0.00048,0,NA,0.0043,0.042981,NA,0.0015,0.068898,NA,0.00072,0.033713,NA,0.17,0.41078,NA,0.015,0.033213,NA,0.13,0.31925,NA,0.053,0.24067,NA,0.28,3.0154,NA,0.0032,0.11243,NA,0.00014,0,NA,0.00061,0.1135,NA,0.012,0.03366,NA,0.0069,0.019342,NA,0.018,0.053239,NA,0.013,0.035667,NA,0.0043,0.44162,NA,0.017,0.26614,NA,0.0082,0.13271,NA,0.017,0.30846,NA,0.00031,0.48797,NA,0.00031,0.085848,NA,NA,NA
154,FCJ3-7.d,11/06/2015 (5) 13:32:49.84,11/06/2015 (5),0.564465741,38.81,"FCJ3-7.d, 1:32:49 PM (38.8 sec)",Detrital massive (rounded),Rounded,Detrital,CAF,NA,0.99,8.1379,NA,0.35,2.692,1860,150,1457.9,0.99,0.39,0.13551,578000,34000,443.69,NA,NA,NA,15,7.8,0.29379,NA,110,1211.5,27.4,3.3,0.52884,0.052,0.026,0.037139,NA,0.071,0.21189,NA,0.15,0.32703,27.8,2.5,0.13957,567,43,0.18773,4.64,0.47,0.64492,0.84,0.25,0.52205,NA,0.011,0.020981,0.144,0.05,0.097568,4.6,1.3,0.50366,16.7,2,0.81615,15.7,2.3,2.6485,NA,0.00043,0.023323,NA,0.0034,0,NA,0.0014,0,NA,0.013,0.029556,NA,0.13,0.60562,NA,0.012,0.035519,NA,0.12,0.30356,NA,0.039,0.11848,NA,0.25,2.9047,NA,0.0031,0.2566,NA,0.00098,0.01355,NA,0.00055,0.16082,NA,0.0077,0.038146,0.65,0.15,0.021553,0.402,0.052,0.09127,NA,0.015,0.026442,NA,0.014,0.031727,NA,0.031,0.068689,NA,0.017,0.044812,0.022,0.015,0.014875,0.01,0.011,0,NA,0.00028,0,NA,NA,NA
155,FCJ3-8.d,11/06/2015 (5) 13:34:37.43,11/06/2015 (5),0.565710995,38.605,"FCJ3-8.d, 1:34:37 PM (38.6 sec)",Detrital massive (rounded),Rounded,Detrital,CAF,NA,1.1,11.229,24,13,2.8443,9900,2800,1277,1.18,0.42,0.11425,561000,32000,42901,NA,NA,NA,8,10,0.20263,NA,130,1431.7,27.1,2.8,2.125,0.041,0.021,0.024302,NA,0.1,0.28396,NA,0.13,0.28728,11.4,4.7,1.7797,NA,1.1,29.36,1.19,0.35,0.5424,NA,0.27,6.5828,NA,0.012,0.018514,NA,0.055,0.11019,19.4,2.9,0.59031,NA,0.37,1.4564,NA,0.94,2.2495,0.02,0.016,0,NA,0.00066,0,NA,0.0015,0.072296,0.73,0.28,0.014063,NA,0.17,0.37291,NA,0.0075,0.021993,NA,0.11,0.24446,4.6,1.3,0.12049,NA,0.71,2.8077,NA,0.033,0.11105,NA,0.00014,0.030417,NA,0.0076,0.13045,NA,0.003,0.026811,0.077,0.024,0.01558,0.216,0.027,0.077333,NA,0.013,0.015126,59,26,0.060534,78,33,0.065409,80,35,0.056794,23.4,6.3,0.016612,NA,0.0024,0.094308,NA,3.00E-04,0,NA,NA,NA
156,FCJ3-9.d,11/06/2015 (5) 13:36:25.49,11/06/2015 (5),0.56696169,38.413,"FCJ3-9.d, 1:36:25 PM (38.4 sec)",Detrital massive (rounded),Rounded,Detrital,CAF,NA,3.9,13.639,370,150,3.4609,2860,420,1029.3,0.66,0.43,0.11212,566000,35000,543.37,NA,NA,NA,83,38,0.25462,NA,110,832.72,28.4,2.8,0.86777,0.38,0.14,0.046458,12.1,5.6,0.28234,NA,0.13,0.27755,305,44,0.1159,60.8,6.4,0.21991,0.59,0.43,0.45049,1.12,0.23,0.52688,0.04,0.018,0.024319,NA,0.043,0.080483,419,37,0.69638,3.62,0.71,1.1277,2.8,1.1,2.0485,0.073,0.036,0.038399,NA,0.013,0.019981,NA,0.0015,0.10588,NA,0.011,0.032213,NA,0.2,0.36745,NA,0.01,0.028877,NA,0.13,0.21773,0.78,0.19,0.093666,NA,0.65,2.1686,0.82,0.47,0,NA,0.00016,0.026611,NA,0.00067,0.057092,NA,0.0066,0.013925,0.259,0.058,0.015801,0.135,0.029,0.058258,NA,0.019,0.041475,9.6,1.5,0.037837,9.3,1.4,0.083403,6.1,0.97,0.043893,1.37,0.27,0.026641,0.034,0.023,0,NA,0.0026,0.11934,NA,NA,NA
157,FCJ3-10.d,11/06/2015 (5) 13:38:12.50,11/06/2015 (5),0.568200231,38.765,"FCJ3-10.d, 1:38:12 PM (38.7 sec)",Detrital massive (rounded),Rounded,Detrital,CAF,NA,0.68,7.2639,NA,0.38,3.1395,1400,160,1073.1,0.68,0.42,0.082586,565000,27000,521.16,NA,NA,NA,NA,5.8,0.21011,NA,120,1056.3,25.8,2.3,0.42865,0.119,0.036,0.025093,NA,0.11,0.28938,1.08,0.31,0.2876,195,21,0.091617,347,28,0.20069,209,45,0.46268,1.76,0.51,0.39946,NA,0.0099,0.025225,NA,0.048,0.094864,2020,180,0.4875,8.7,1.4,1.1146,7.6,1.7,2.6256,0.184,0.052,0.038057,NA,0.00065,0,0.139,0.074,0.092069,2.54,0.27,0.029012,NA,0.17,0.38575,0.043,0.019,0.032164,0.28,0.18,0.2317,45.5,2.5,0.098566,12.8,1.6,2.091,NA,0.0033,0,NA,0.00013,0.036349,NA,0.0048,0.078026,NA,0.0041,0.03157,0.291,0.045,0.011227,0.086,0.022,0.066665,0.081,0.03,0.036421,321,18,0,449,25,0.080661,408,24,0.049131,15.8,1.1,0.025712,NA,0.00028,0,NA,0.00026,0,NA,NA,NA
158,FCJ3-11.d,11/06/2015 (5) 13:40:31.87,11/06/2015 (5),0.56981331,38.141,"FCJ3-11.d, 1:40:31 PM (38.1 sec)",Detrital massive (rounded),Rounded,Detrital,CAF,NA,1.1,9.4944,430,200,2.8299,2440,460,1035.1,0.86,0.39,0.10421,614000,41000,44751,NA,NA,NA,0.9,5.3,0.30267,NA,120,1248.1,26.2,3.1,2.3459,NA,0.019,0.040713,NA,0.16,0.28956,NA,0.22,0.4011,1370,120,26.487,117,13,31.961,NA,1.4,18.804,1.05,0.32,0.58478,0.039,0.016,0.035928,NA,0.049,0.095581,NA,1.8,26.677,1.18,0.6,0.71303,2.3,1.2,2.1513,3.3,1.4,0,NA,0.02,0.038155,NA,0.013,0,NA,0.026,0.23843,NA,0.089,0.53303,NA,0.017,0.032687,NA,0.12,0.33329,NA,0.084,3.4937,NA,0.3,3.6782,NA,0.0036,0.22116,NA,0.00014,0.012606,NA,6.00E-04,0.054147,NA,0.0049,0.020975,NA,0.0077,0.022556,0.092,0.022,0.043034,NA,0.007,0.057327,NA,0.31,38.52,NA,0.35,56.623,NA,0.39,68.708,NA,0.24,2.0495,0.075,0.034,0.046319,NA,0.00032,0.040851,NA,NA,NA
159,FCJ3-12.d,11/06/2015 (5) 13:42:15.37,11/06/2015 (5),0.571011227,36.252,"FCJ3-12.d, 1:42:15 PM (39.6 sec)_Cr inclusion",Euhedral (hydrothermal),Euhedral,Epigenetic,CAF,NA,0.73,10.187,NA,2.5,265.84,NA,120,1877.6,1.43,0.37,0.1299,608000,33000,46284,NA,NA,NA,18,8.6,0.31162,NA,120,788.42,33,3.4,3.5448,0.077,0.028,0.029908,2.04,0.65,0.2628,NA,0.15,0.26914,256,26,68.19,21.1,2.5,7.4998,14,1.4,0.46125,0.94,0.3,0.44076,0.033,0.015,0.02854,NA,0.045,0.095747,29.6,2.3,0.577,7.4,1.2,1.464,5.1,1.5,1.9877,NA,0.0075,0.63571,2.21,0.78,0.055584,NA,0.011,0.03162,NA,0.0049,0.035456,NA,0.081,0.49524,NA,0.013,0.03119,NA,0.13,0.28909,NA,0.052,0.13948,NA,0.28,1.7401,NA,0.027,0,NA,0.00012,0.017537,NA,0.0028,0.075358,NA,0.0066,0.029015,NA,0.0086,0.018082,0.129,0.026,0.049947,NA,0.012,0.037821,0.196,0.066,0.043094,0.101,0.061,0.08195,0.129,0.032,0.055158,0.024,0.012,0.014968,0.77,0.19,0.04648,0.045,0.029,0.04101,NA,NA,NA
160,FCJ3-13.d,11/06/2015 (5) 13:44:22.72,11/06/2015 (5),0.572485185,39.707,"FCJ3-13.d, 1:44:22 PM (39.7 sec)",Detrital massive (rounded),Rounded,Detrital,CAF,NA,0.78,6.7607,NA,0.33,34.104,1200,160,1185.8,1.06,0.37,0.093585,595000,30000,50666,NA,NA,NA,NA,5.6,0.31885,NA,110,1055,23.9,2.6,1.5965,0.098,0.038,0.021668,NA,0.086,0.72519,NA,0.12,0.3614,854,69,18.867,84,8.5,3.58,NA,0.33,1.7702,NA,0.24,0.78532,NA,0.012,0.029669,0.118,0.053,0.1144,6.7,1.4,1.467,7.6,1.4,0.63794,7.3,1.7,2.1731,NA,0.00044,0,NA,0.00067,1.509,NA,0.0011,0.077583,NA,0.0076,0,NA,0.14,0.44038,NA,0.01,0.033874,NA,0.13,0.32709,NA,0.045,0.08358,NA,0.31,2.5284,NA,0.003,0.1168,NA,0.00074,0,NA,0.00051,0.12492,NA,0.0071,0.022025,NA,0.0054,0.015487,0.064,0.027,0.054427,NA,0.022,0.042032,NA,0.019,0.10675,NA,0.0072,0.024719,NA,0.02,0.055839,0.022,0.013,0.015654,NA,0.00028,1.3599,NA,0.00026,0.094317,NA,NA,NA
161,PD-09_1.d,26/11/2015 (5) 16:37:18.84,26/11/2015 (5),0.692579167,38.506,"PD-09_1.d, 4:37:18 PM (38.5 sec)",Large euhedral (hydrothermal),Euhedral,Epigenetic,CAF,NA,2.7,7.9593,61,40,3.3265,620,140,311.73,1.08,0.38,0.27972,558000,25000,45004,530000,21000,45587,5.8,8.7,0.49781,NA,170,829.52,9.8,3,2.124,NA,0.028,0.13553,NA,0.35,0.93138,NA,0.5,1.3123,541,25,439.1,500,19,6.8657,NA,0.23,0.60999,NA,0.17,0.64036,NA,0.052,0.22987,0.43,0.21,0.31253,2127,93,1.8568,24.3,3.6,7.0184,20.9,2.9,5.0601,NA,0.086,0.13672,NA,0.0025,0,NA,0.0027,0,NA,0.001,0.029269,NA,0.009,0.58151,0.0018,0.0077,0,NA,0.27,0.56433,NA,0.17,0.53371,NA,0.3,0.93854,0,1,0,0,1,0,0,1,0,NA,0.0021,0,NA,4.00E-04,0,NA,0.28,0.75327,NA,0.0011,0.057811,0.14,0.18,0,NA,0.12,0.11476,0.41,0.22,0.067991,0.115,0.078,0.071371,0.00264,0.00023,0,NA,1,0.059629,NA,NA,NA
162,PD-09_2.d,26/11/2015 (5) 16:39:12.30,26/11/2015 (5),0.693892361,38.758,"PD-09_2.d, 4:39:12 PM (38.7 sec)",Large euhedral (hydrothermal),Euhedral,Epigenetic,CAF,NA,3.3,10.099,NA,1.5,4.7241,630,100,346.1,1.4,0.34,0.32677,564000,33000,41483,531000,27000,38555,9,10,0.45614,NA,190,615.35,8.3,2.4,1.572,NA,0.038,0.10564,NA,0.011,0.30284,NA,0.7,1.1882,252.3,9.4,43.497,176.1,8.6,37.386,NA,0.15,0.52308,NA,0.19,0.52981,NA,0.044,0.16455,NA,0.17,0.44822,1129,45,77.201,15.1,2.8,2.8693,16,3.4,5.0388,NA,0.0072,0,NA,0.0026,0.088145,NA,0.0027,0.19238,NA,0.0011,0.05729,NA,0.0095,0,NA,0.0057,0.019059,NA,0.26,0.49046,NA,0.21,0.44038,NA,0.14,1.0277,0,1,0,0,1,0,0,1,0,NA,0.0084,0.12357,NA,0.00039,0.043521,NA,0.29,0.66449,NA,0.0012,0.11356,NA,0.0033,0.42756,NA,0.0036,0,0.004,0.03,0,NA,0.0011,0.10192,NA,0.00022,0.069731,0,1,0,NA,NA,NA
163,PD-09_3.d,26/11/2015 (5) 16:40:57.48,26/11/2015 (5),0.695109722,37.764,"PD-09_3.d, 4:40:57 PM (37.7 sec)",Large euhedral (hydrothermal),Euhedral,Epigenetic,CAF,NA,2.8,11.058,NA,1.2,4.9808,585,99,339.29,1.28,0.4,0.32881,558000,24000,2180.8,532000,21000,360.2,10,10,0.63598,NA,220,660.54,11.3,3.4,1.4498,NA,0.018,0.040267,NA,0.14,0.69448,NA,0.54,0.98522,476,36,0.049465,547,22,1.252,NA,0.17,0.41167,NA,0.15,0.40855,NA,0.011,0.2299,0.43,0.21,0.33072,4050,160,1.4337,23.4,3.5,3.1871,19.9,3.5,5.7167,NA,0.0011,0.094869,NA,0.0022,0,NA,0.0024,0.21646,NA,0.00092,0.029201,NA,0.008,0.97007,NA,0.00027,0.046288,NA,0.26,0.65777,NA,0.15,0.34882,NA,0.19,1.3791,NA,1,0.68337,0,1,0,0,1,0,NA,0.021,0.045242,NA,0.00034,0,NA,0.27,0.54399,NA,0.00099,0,NA,0.0028,0.15172,NA,0.0032,0,NA,0.0014,0.048739,NA,0.014,0.090337,0.00267,0.00021,0,0,1,0,NA,NA,NA
164,PD-09-5.d,26/11/2015 (5) 16:53:55.80,26/11/2015 (5),0.704118056,18.023,"PD-09-5.d, 4:53:55 PM (18.0 sec)",NA,NA,NA,CAF,NA,2.3,8.8019,NA,1.4,3.7279,430,110,233.4,0.66,0.35,0.2435,476000,23000,33765,466000,17000,35869,NA,8.6,0.451,NA,200,657.29,6.4,2.6,1.3033,NA,0.041,0.072792,NA,0.23,0.77016,NA,0.65,0.89998,133.9,5.6,44.426,195.2,9.5,12.834,NA,0.27,0.78386,0.67,0.47,0.40414,NA,0.064,0.093983,NA,0.14,0.39389,1107,71,67.04,10.6,2.8,2.8778,12.5,3.6,3.4283,NA,0.00072,0.1031,NA,0.0011,0.21259,NA,0.0012,0.16037,NA,0.00046,0,NA,0.004,0.7009,NA,0.00013,0.037655,NA,0.2,0.78448,NA,0.16,0.9631,NA,0.29,1.136,0,1,0,0,1,0,0,1,0,NA,0.0011,0.074274,NA,0.00023,0,NA,0.28,0.62949,NA,0.019,0.04928,NA,0.3,1.6106,NA,0.19,0.84466,0.31,0.17,0.11673,NA,0.071,0.17495,0.0019,0.00012,0,0,1,0,NA,NA,NA
165,SP-01_1.d,26/11/2015 (5) 16:56:37.13,26/11/2015 (5),0.705985301,38.036,"SP-01_1.d, 4:56:36 PM (38.0 sec)",Large euhedral overgrowth,Overgrowth,Epigenetic,CAF,290,140,14.164,135,63,3.4135,1460,540,396.43,1.1,0.45,0.32438,546000,27000,4090,511000,21000,1093,13,13,0.72179,NA,260,678.66,24.8,8.4,0,0.95,0.53,0.17209,2.14,0.91,0.77229,15.3,6.5,1.0329,700,240,0,175,57,1.7233,3.8,1.3,0.78589,NA,0.38,0.6418,NA,0.045,0.21595,NA,0.2,0.60593,375,48,1.4123,16.7,3.2,2.7153,16.8,2.9,5.0474,0.62,0.33,0,0.68,0.31,0,NA,0.0027,0.17036,0.191,0.097,0,NA,0.0089,0,NA,0.00028,0.024133,NA,0.29,0.61085,4.5,1.2,0.69531,NA,0.42,1.4305,0.19,0.22,0,0,1,0,NA,1,0.45147,NA,0.0026,0,0.071,0.037,0,NA,0.37,1.4035,0.044,0.042,0,44,11,0,42,11,0.14379,36,10,19.155,1.95,0.6,0.10589,0.138,0.076,0,0,1,0,NA,NA,NA
166,SP-01_2C.d,26/11/2015 (5) 16:58:36.48,26/11/2015 (5),0.707366667,37.716,"SP-01_2C.d, 4:58:35 PM (37.7 sec)_chlorite inclusion",Rounded inclusion-bearing (core),Inclusion-bearing,Detrital,CAF,810,230,9.9577,2370,580,4.0892,3480,730,352.59,0.82,0.37,0.30158,572000,33000,1843.4,536000,26000,522.25,340,91,0.6146,NA,260,645.71,73,27,1.7378,2.82,0.74,0.19453,35.7,9.5,0.57921,24.9,6.5,1.475,620,140,0.086006,251,22,1.8054,10.6,6.4,0.63509,2.11,0.67,0.56172,0.49,0.19,0.14968,0.76,0.28,0.29624,929,56,1.6823,57.6,6.9,2.55,63.3,7.3,7.0268,0.63,0.24,0.12999,8.9,4.4,0.20749,NA,0.039,0,0.38,0.14,0.081013,NA,0.011,0.65157,NA,0.00035,0,NA,0.36,0.56947,8.5,2.1,0.41888,32,3.8,0.61712,2.7,1.1,0.39357,0.0045,0.0063,0,0.076,0.068,0,NA,0.0033,0,0.074,0.043,0.022232,NA,0.28,0.60209,NA,0.0078,0,26.8,7.5,0.11867,29,8.3,0.25099,28.1,7.7,0.17946,7.4,2,0.086084,0.71,0.39,0,0.19,0.11,0,NA,NA,NA
167,SP-01_2R.d,26/11/2015 (5) 17:00:37.56,26/11/2015 (5),0.708768056,38.359,"SP-01_2R.d, 5:00:37 PM (38.3 sec)_mica inclusion",Pyrite rim (overgrowth),Overgrowth,Epigenetic,CAF,1150,250,12.091,5300,910,4.2924,17700,4900,363.28,1.28,0.53,0.35791,576000,29000,2280,551000,26000,516.48,1400,400,0.68562,NA,220,564.3,341,95,0.79315,7.6,1.3,0.061845,145,31,1.6894,65,14,1.2579,653,63,0.066445,226,20,2.0271,9.9,2.7,0.67946,3.9,1.3,0.97032,1.2,0.32,0.15101,0.69,0.27,0.36999,849,60,2.3062,43.9,5,2.7876,48.5,6.1,5.7726,2.06,0.67,0.16608,32,14,0,NA,0.004,0.21616,0.3,0.11,0,NA,0.012,0,NA,0.00037,0,NA,0.28,0.62195,13.5,1.7,0.66026,21.2,3.1,1.5375,28,10,0,0.065,0.036,0,0.033,0.046,0,NA,0.0037,0,0.183,0.073,0,0.9,0.34,0.88465,0.082,0.055,0,46.5,7.4,0,47.9,7.7,0.37952,44.8,6.9,1.836,12.5,1.8,0.086832,1.87,0.75,0.08331,0.77,0.33,0,NA,NA,NA
168,SP-01_3.d,26/11/2015 (5) 17:02:36.53,26/11/2015 (5),0.710145023,38.361,"SP-01_3.d, 5:02:36 PM (38.3 sec)",Large euhedral overgrowth,Overgrowth,Epigenetic,CAF,83,27,15.732,634,76,101.69,NA,290,2444.3,37,12,0.29021,537000,28000,38729,515000,23000,34206,250,54,1.3901,920,410,584.31,460,100,0,1.28,0.33,0.08112,NA,0.72,10.493,26.6,4.9,1.1088,2270,390,21.834,587,84,9.9555,5.5,1.5,0.49864,1.67,0.62,0.902,0.39,0.19,0.24366,NA,0.13,0.31886,521,81,25.333,8.4,1.9,5.0413,6.4,2.5,5.7129,16.4,6.1,0.10926,60,12,0,NA,0.0029,0.098656,0.5,0.12,0,NA,0.072,0,NA,0.00028,0,NA,0.28,0.88397,4.77,0.83,0.51743,2.71,0.78,1.9403,2.6,1,0,0.075,0.041,0,0.016,0.033,0,NA,0.0027,0.045802,0.219,0.075,0,0.83,0.37,0.53854,NA,0.019,0.062591,60.4,9.1,0.10887,54.1,7.4,0.5097,50.9,6.6,2.464,26.2,2,0.1309,12.7,5.4,0,2.6,1.6,0,NA,NA,NA
169,SP-01_4.d,26/11/2015 (5) 16:51:40.14,26/11/2015 (5),0.702547917,38.133,"SP-01_4.d, 4:51:40 PM (38.1 sec)",Large euhedral,Euhedral,Epigenetic,CAF,NA,4.3,11.823,630,260,2.8698,1190,270,353.52,0.99,0.35,0.29307,527000,22000,1235.3,517000,20000,462.24,120,54,0.6231,NA,210,579.84,19.2,5.1,2.0951,0.29,0.16,0.11692,3.4,1.3,0.64442,NA,0.56,1.2913,941,46,0.049201,283,13,1.4254,4.2,1.3,0.71447,NA,0.044,0.70099,NA,0.12,0.22791,0.67,0.21,0.51003,2430,87,1.4808,13.4,2.6,1.4883,16.4,2.8,5.1631,0.79,0.33,0.051932,1.6,1.1,0,NA,0.0024,0.2845,0.36,0.15,0.029063,0.02,0.16,0,NA,0.00027,0.038402,NA,0.24,0.51782,6.5,1,0.48324,1.35,0.55,1.304,0.97,0.53,0,0,1,0,0,1,0,NA,0.0023,0.11465,NA,0.017,0.040262,NA,0.28,0.70035,NA,0.001,0,89,22,0,62,16,0.25202,56,14,0.13539,3.16,0.41,0.084605,0.00301,0.00024,0,0.009,0.012,0,NA,NA,NA
170,SP-01_4.1.d,26/11/2015 (5) 17:05:48.02,26/11/2015 (5),0.712361343,37.584,"SP-01_4.1.d, 5:05:47 PM (37.6 sec)_Mn inclusion and Ni-As zoned",NA,NA,NA,CAF,NA,3.2,7.9746,15.5,6.4,3.9497,672,93,354.39,1.29,0.33,0.36212,533000,24000,1364.5,519000,21000,386.78,NA,8.2,0.59633,NA,180,594.25,9,2.7,3.5349,NA,0.062,0.10613,11,4.8,0.78984,26,12,1.1165,1760,150,0.051603,580,200,1.6433,36,12,0.44744,NA,0.29,0.87158,NA,0.075,0.27558,0.53,0.22,0.46146,620,190,1.5066,55.9,7.1,3.2962,52.3,5.6,5.5722,0.82,0.52,0.12784,1.03,0.52,0,NA,0.024,0.19305,0.52,0.28,0,NA,0.0082,0.60193,NA,0.0042,0,NA,0.2,0.4428,5.5,1.8,0.33774,NA,0.4,1.2775,0.14,0.16,0,0,1,0,0,1,0,NA,0.0025,0.089697,0.197,0.085,0.044396,1,0.32,0.68734,NA,0.018,0.089066,19.5,7.1,0.29593,24.6,8.1,0.11296,22.6,8.1,0.048322,2.6,0.83,0.058989,0.36,0.17,0,0.049,0.034,0,NA,NA,NA
171,SP-01_5.d,26/11/2015 (5) 17:07:45.46,26/11/2015 (5),0.713720602,38.589,"SP-01_5.d, 5:07:45 PM (38.6 sec)_Ni-As zoned",Subhedral pyrite,Subhedral,Epigenetic,CAF,NA,3.8,11.184,76,27,4.4298,1010,470,330.9,3.7,1.3,0.3054,540000,26000,37830,531000,20000,38178,NA,7.8,0.53507,NA,200,647.83,240,120,2.3425,0.5,0.26,0.16791,2.6,1.4,0.55262,5,2.1,1.0874,239,37,195.87,1040,260,8.2692,4.3,1.4,1.4168,NA,0.21,0.45753,NA,0.15,0.27136,0.39,0.18,0.28211,2030,610,5.2082,21.3,3.6,11.047,21.6,3.1,12.305,7.1,3.6,0,1.29,0.52,0.10188,1.33,0.71,0,0.37,0.15,0.030434,NA,0.009,0.8931,NA,0.00027,0.044008,NA,0.35,0.7853,4.3,1,0.53036,2.6,0.83,1.2127,1.5,1,0,0.21,0.12,0,0.3,0.19,0,NA,0.0027,0.10473,0.156,0.075,0.021262,NA,0.25,0.64507,NA,0.018,0.10475,20.7,5.9,0,22.9,6.1,0,22.3,6.5,2.4007,5.9,1.3,0,1.85,0.94,0,0.36,0.17,0,NA,NA,NA
172,SP-01_6.d,26/11/2015 (5) 17:09:35.24,26/11/2015 (5),0.714991204,38.75,"SP-01_6.d, 5:09:35 PM (38.7 sec)_mica inclusion",Inclusion-bearing core,Inclusion-bearing,Detrital,CAF,99,28,14.401,4440,580,30.293,7450,850,434.5,0.85,0.41,0.32375,546000,29000,36851,516000,24000,40352,460,150,0.48991,2250,450,734.77,NA,23,270.33,1.84,0.59,0.42363,50,13,1.3557,59,17,1.3012,394,44,12.533,368,78,202.85,35.7,7.4,0.92397,2.6,1.2,0.62228,3.06,0.49,0.21331,NA,0.11,0.29881,374,55,219.43,5.8,1.9,2.8427,7.1,2.9,5.8365,26.7,2.7,0.12924,0.28,0.14,0.2122,NA,0.072,0.21109,0.77,0.2,0,NA,0.011,0,0.046,0.028,0.0206,1.94,0.53,0.52227,18.6,3.3,0.5417,4.42,0.85,1.5246,4.9,1.8,0.89062,NA,0.012,0.10109,NA,1,0.27232,NA,0.0032,0,0.178,0.073,0.022026,0.72,0.28,0.61383,NA,0.028,0.17055,63,10,2.1992,64,11,3.2106,62,10,2.8558,10.5,1.6,1.1904,NA,0.029,0.21001,0,1,0,NA,NA,NA
173,SP-01_7.d,26/11/2015 (5) 17:11:24.91,26/11/2015 (5),0.716260532,33.348,"SP-01_7.d, 5:11:24 PM (33.3 sec)",Pyrite rim (overgrowth),Overgrowth,Epigenetic,CAF,30,9.7,8.9636,700,160,339.66,1800,480,695.35,2.09,0.49,0.31131,521000,30000,29692,510000,26000,30334,107,28,0.71666,NA,180,467.18,26.2,8,0.94604,0.83,0.24,0.21867,7.7,1.7,1.0876,16.3,4,1.0665,74,14,27.671,161,23,35.812,27.2,7.6,4.3856,1.06,0.53,0.50937,0.18,0.15,0.054431,NA,0.1,0.35468,153,24,12.199,9,3.3,1.3944,9.9,3.4,5.1617,2.48,0.64,2.2626,0.67,0.26,0.094033,NA,0.0028,0.092947,3.1,1.3,0.055484,NA,0.01,0.29672,NA,3.00E-04,0.036251,NA,0.29,0.48946,16,2.5,1.582,NA,0.58,1.4553,2.6,1.1,0,0,1,0,0,1,0,NA,0.0032,0.04325,0.74,0.29,0,NA,0.29,0.68495,NA,0.039,0.087653,75,10,3.1551,86,11,2.9358,86,10,2.7949,7.4,1.5,0.7442,0.087,0.045,0,0.048,0.042,0,NA,NA,NA
